in s,C1 in V
2.0192328E+00,5.49199E-02
2.0193246E+00,-4.12715E-02
2.0194164E+00,-4.17598E-02
2.0195082E+00,6.37090E-02
2.0196000E+00,-4.37129E-02
2.0196918E+00,-2.32051E-02
2.0197836E+00,6.41973E-02
2.0198754E+00,5.34551E-02
2.0199672E+00,6.90801E-02
2.0200590E+00,-5.73848E-02
2.0201508E+00,-8.27754E-02
2.0202426E+00,-3.10176E-02
2.0203344E+00,6.12676E-02
2.0204262E+00,-4.12715E-02
2.0205180E+00,-3.10176E-02
2.0206098E+00,4.51543E-02
2.0207016E+00,6.12676E-02
2.0207934E+00,-6.76387E-02
2.0208852E+00,-1.44160E-02
2.0209770E+00,6.71270E-02
2.0210688E+00,-6.22676E-02
2.0211606E+00,4.62695E-03
2.0212524E+00,6.32207E-02
2.0213442E+00,-3.29707E-02
2.0214360E+00,6.58008E-03
2.0215278E+00,6.37090E-02
2.0216196E+00,-1.83223E-02
2.0217114E+00,-7.93574E-02
2.0218032E+00,-1.23242E-03
2.0218950E+00,7.15215E-02
2.0219868E+00,-2.56465E-02
2.0220786E+00,-4.71309E-02
2.0221704E+00,6.66387E-02
2.0222622E+00,2.07402E-02
2.0223540E+00,-8.27754E-02
2.0224458E+00,-5.64082E-02
2.0225376E+00,7.24980E-02
2.0226294E+00,6.76152E-02
2.0227212E+00,-6.08027E-02
2.0228130E+00,3.63652E-02
2.0229048E+00,-5.68965E-02
2.0229966E+00,3.49004E-02
2.0230884E+00,-5.29902E-02
2.0231802E+00,-8.57051E-02
2.0232720E+00,5.24785E-02
2.0233638E+00,5.93145E-02
2.0234556E+00,-7.74043E-02
2.0235474E+00,3.39238E-02
2.0236392E+00,6.85918E-02
2.0237310E+00,-7.58008E-03
2.0238228E+00,-7.88691E-02
2.0239146E+00,4.71074E-02
2.0240064E+00,2.12285E-02
2.0240982E+00,-8.27754E-02
2.0241900E+00,-2.22285E-02
2.0242818E+00,7.44512E-02
2.0243736E+00,-3.24824E-02
2.0244654E+00,-7.09180E-03
2.0245572E+00,-7.58008E-03
2.0246490E+00,-8.03340E-02
2.0247408E+00,2.46465E-02
2.0248326E+00,-5.49434E-02
2.0249244E+00,9.99805E-03
2.0250162E+00,7.44512E-02
2.0251080E+00,-4.42012E-02
2.0251998E+00,-6.61738E-02
2.0252916E+00,3.44121E-02
2.0253834E+00,6.90801E-02
2.0254752E+00,-7.49629E-02
2.0255670E+00,3.63652E-02
2.0256588E+00,2.07402E-02
2.0257506E+00,-7.93574E-02
2.0258424E+00,3.24590E-02
2.0259342E+00,6.02910E-02
2.0260260E+00,-7.98457E-02
2.0261178E+00,4.07598E-02
2.0262096E+00,5.39434E-02
2.0263014E+00,-6.22676E-02
2.0263932E+00,-2.32051E-02
2.0264850E+00,6.81035E-02
2.0265768E+00,6.71270E-02
2.0266686E+00,-4.16211E-03
2.0267604E+00,-7.44746E-02
2.0268522E+00,-3.18555E-03
2.0269440E+00,6.41973E-02
2.0270358E+00,7.00566E-02
2.0271276E+00,-5.29902E-02
2.0272194E+00,-7.74043E-02
2.0273112E+00,-7.88691E-02
2.0274030E+00,7.64043E-02
2.0274948E+00,1.34160E-02
2.0275866E+00,-5.93379E-02
2.0276784E+00,-9.53320E-03
2.0277702E+00,4.46660E-02
2.0278620E+00,8.12871E-02
2.0279538E+00,6.58008E-03
2.0280456E+00,-6.61738E-02
2.0281374E+00,-3.54121E-02
2.0282292E+00,6.95684E-02
2.0283210E+00,6.95684E-02
2.0284128E+00,-9.53320E-03
2.0285046E+00,-4.61543E-02
2.0285964E+00,-5.20137E-02
2.0286882E+00,3.92949E-02
2.0287800E+00,7.83574E-02
2.0288718E+00,5.78496E-02
2.0289636E+00,-2.80879E-02
2.0290554E+00,-6.76387E-02
2.0291472E+00,2.90410E-02
2.0292390E+00,7.29863E-02
2.0293308E+00,1.53691E-02
2.0294226E+00,-7.59395E-02
2.0295144E+00,-3.29707E-02
2.0296062E+00,7.49395E-02
2.0296980E+00,6.56621E-02
2.0297898E+00,-3.15059E-02
2.0298816E+00,-2.55859E-04
2.0299734E+00,6.95684E-02
2.0300652E+00,5.88262E-02
2.0301570E+00,7.10332E-02
2.0302488E+00,-3.00410E-02
2.0303406E+00,-5.39668E-02
2.0304324E+00,-5.29902E-02
2.0305242E+00,7.93340E-02
2.0306160E+00,-1.14863E-02
2.0307078E+00,-7.44746E-02
2.0307996E+00,8.04492E-03
2.0308914E+00,7.44512E-02
2.0309832E+00,1.68340E-02
2.0310750E+00,-7.15449E-02
2.0311668E+00,6.17559E-02
2.0312586E+00,1.00330E-01
2.0313504E+00,7.54277E-02
2.0314422E+00,-6.37324E-02
2.0315340E+00,4.56426E-02
2.0316258E+00,3.53887E-02
2.0317176E+00,-7.39863E-02
2.0318094E+00,-7.44141E-04
2.0319012E+00,7.39629E-02
2.0319930E+00,-5.68965E-02
2.0320848E+00,-5.15254E-02
2.0321766E+00,-8.06836E-03
2.0322684E+00,8.37285E-02
2.0323602E+00,-5.93379E-02
2.0324520E+00,2.65996E-02
2.0325438E+00,8.03105E-02
2.0326356E+00,-7.34980E-02
2.0327274E+00,7.44512E-02
2.0328192E+00,-1.23242E-03
2.0329110E+00,-5.98262E-02
2.0330028E+00,7.34746E-02
2.0330946E+00,1.69727E-03
2.0331864E+00,-2.51582E-02
2.0332782E+00,7.05449E-02
2.0333700E+00,-5.15254E-02
2.0334618E+00,-4.16211E-03
2.0335536E+00,-1.68574E-02
2.0336454E+00,1.04863E-02
2.0337372E+00,7.39629E-02
2.0338290E+00,-4.66426E-02
2.0339208E+00,8.71465E-02
2.0340126E+00,1.73223E-02
2.0341044E+00,-3.54121E-02
2.0341962E+00,6.71270E-02
2.0342880E+00,7.15215E-02
2.0343798E+00,-5.54316E-02
2.0344716E+00,-4.95723E-02
2.0345634E+00,8.61699E-02
2.0346552E+00,-4.27363E-02
2.0347470E+00,3.49004E-02
2.0348388E+00,7.34746E-02
2.0349306E+00,-5.59199E-02
2.0350224E+00,6.37090E-02
2.0351142E+00,-1.09980E-02
2.0352060E+00,-3.10176E-02
2.0352978E+00,8.42168E-02
2.0353896E+00,4.95488E-02
2.0354814E+00,7.55664E-03
2.0355732E+00,1.20898E-03
2.0356650E+00,3.44121E-02
2.0357568E+00,-7.54512E-02
2.0358486E+00,3.92949E-02
2.0359404E+00,3.09941E-02
2.0360322E+00,5.93145E-02
2.0361240E+00,-6.22676E-02
2.0362158E+00,3.09941E-02
2.0363076E+00,6.76152E-02
2.0363994E+00,-7.00801E-02
2.0364912E+00,4.32012E-02
2.0365830E+00,8.32402E-02
2.0366748E+00,8.27520E-02
2.0367666E+00,4.07598E-02
2.0368584E+00,7.78691E-02
2.0369502E+00,3.88066E-02
2.0370420E+00,-6.95918E-02
2.0371338E+00,4.17363E-02
2.0372256E+00,3.92949E-02
2.0373174E+00,8.47051E-02
2.0374092E+00,-5.34785E-02
2.0375010E+00,-6.56855E-02
2.0375928E+00,-7.20332E-02
2.0376846E+00,-1.14863E-02
2.0377764E+00,5.29668E-02
2.0378682E+00,-2.85762E-02
2.0379600E+00,-6.51973E-02
2.0380518E+00,-2.71113E-02
2.0381436E+00,6.56621E-02
2.0382354E+00,-5.29902E-02
2.0383272E+00,-4.51777E-02
2.0384190E+00,7.59160E-02
2.0385108E+00,4.95488E-02
2.0386026E+00,-4.71309E-02
2.0386944E+00,-5.25020E-02
2.0387862E+00,8.71465E-02
2.0388780E+00,3.58770E-02
2.0389698E+00,-6.42207E-02
2.0390616E+00,1.24395E-02
2.0391534E+00,-5.15254E-02
2.0392452E+00,8.03105E-02
2.0393370E+00,-2.80879E-02
2.0394288E+00,-6.95918E-02
2.0395206E+00,-3.68770E-02
2.0396124E+00,7.24980E-02
2.0397042E+00,8.71465E-02
2.0397960E+00,6.51738E-02
2.0398878E+00,8.76348E-02
2.0399796E+00,7.44512E-02
2.0400714E+00,-2.80879E-02
2.0401632E+00,-5.49434E-02
2.0402550E+00,-1.00215E-02
2.0403468E+00,-2.07637E-02
2.0404386E+00,3.53887E-02
2.0405304E+00,3.16211E-03
2.0406222E+00,8.81230E-02
2.0407140E+00,7.83574E-02
2.0408058E+00,1.73223E-02
2.0408976E+00,2.22051E-02
2.0409894E+00,6.22441E-02
2.0410812E+00,5.44316E-02
2.0411730E+00,7.68926E-02
2.0412648E+00,-1.97871E-02
2.0413566E+00,-5.20137E-02
2.0414484E+00,-3.44355E-02
2.0415402E+00,-5.88496E-02
2.0416320E+00,-5.64082E-02
2.0417238E+00,7.88457E-02
2.0418156E+00,8.37285E-02
2.0419074E+00,-2.20898E-03
2.0419992E+00,-3.34590E-02
2.0420910E+00,-4.42012E-02
2.0421828E+00,-4.51777E-02
2.0422746E+00,-1.92988E-02
2.0423664E+00,-4.95723E-02
2.0424582E+00,1.14629E-02
2.0425500E+00,1.02771E-01
2.0426418E+00,9.74004E-02
2.0427336E+00,1.48809E-02
2.0428254E+00,-1.92988E-02
2.0429172E+00,-3.05293E-02
2.0430090E+00,8.22637E-02
2.0431008E+00,9.10527E-02
2.0431926E+00,6.37090E-02
2.0432844E+00,-4.76191E-02
2.0433762E+00,-4.02949E-02
2.0434680E+00,-4.95723E-02
2.0435598E+00,1.09746E-02
2.0436516E+00,-1.39277E-02
2.0437434E+00,1.00330E-01
2.0438352E+00,8.17754E-02
2.0439270E+00,-1.73457E-02
2.0440188E+00,-3.54121E-02
2.0441106E+00,7.59160E-02
2.0442024E+00,7.93340E-02
2.0442942E+00,9.54473E-02
2.0443860E+00,4.66191E-02
2.0444778E+00,-4.22480E-02
2.0445696E+00,-3.18555E-03
2.0446614E+00,8.32402E-02
2.0447532E+00,1.78105E-02
2.0448450E+00,-1.09980E-02
2.0449368E+00,9.49590E-02
2.0450286E+00,-2.36934E-02
2.0451204E+00,1.09607E-01
2.0452122E+00,9.64238E-02
2.0453040E+00,-4.12715E-02
2.0453958E+00,4.12480E-02
2.0454876E+00,2.22051E-02
2.0455794E+00,4.32012E-02
2.0456712E+00,-3.93184E-02
2.0457630E+00,6.76152E-02
2.0458548E+00,1.06678E-01
2.0459466E+00,3.16211E-03
2.0460384E+00,-3.15059E-02
2.0461302E+00,-5.20137E-02
2.0462220E+00,-4.32246E-02
2.0463138E+00,-4.95723E-02
2.0464056E+00,-4.95723E-02
2.0464974E+00,-4.66426E-02
2.0465892E+00,2.17168E-02
2.0466810E+00,-1.49043E-02
2.0467728E+00,-4.37129E-02
2.0468646E+00,-4.22480E-02
2.0469564E+00,-4.02949E-02
2.0470482E+00,-4.12715E-02
2.0471400E+00,-4.51777E-02
2.0472318E+00,-4.07832E-02
2.0473236E+00,-4.32246E-02
2.0474154E+00,-4.22480E-02
2.0475072E+00,-2.56465E-02
2.0475990E+00,-8.55664E-03
2.0476908E+00,-1.88105E-02
2.0477826E+00,4.85723E-02
2.0478744E+00,1.05213E-01
2.0479662E+00,9.64238E-02
2.0480580E+00,1.01795E-01
2.0481498E+00,6.12676E-02
2.0482416E+00,8.17754E-02
2.0483334E+00,7.05449E-02
2.0484252E+00,5.73613E-02
2.0485170E+00,9.44707E-02
2.0486088E+00,8.27520E-02
2.0487006E+00,9.69121E-02
2.0487924E+00,9.74004E-02
2.0488842E+00,8.90996E-02
2.0489760E+00,-5.00605E-02
2.0490678E+00,-2.71113E-02
2.0491596E+00,-5.15254E-02
2.0492514E+00,-5.25020E-02
2.0493432E+00,5.93145E-02
2.0494350E+00,7.88457E-02
2.0495268E+00,6.51738E-02
2.0496186E+00,-4.71309E-02
2.0497104E+00,-2.36934E-02
2.0498022E+00,-1.49043E-02
2.0498940E+00,9.78887E-02
2.0499858E+00,1.82988E-02
2.0500776E+00,-5.25020E-02
2.0501694E+00,8.07988E-02
2.0502612E+00,8.37285E-02
2.0503530E+00,5.00371E-02
2.0504448E+00,-4.07832E-02
2.0505366E+00,5.19902E-02
2.0506284E+00,8.22637E-02
2.0507202E+00,-5.44551E-02
2.0508120E+00,-2.20898E-03
2.0509038E+00,6.17559E-02
2.0509956E+00,-4.66426E-02
2.0510874E+00,-3.05293E-02
2.0511792E+00,7.64043E-02
2.0512710E+00,-6.22676E-02
2.0513628E+00,5.49199E-02
2.0514546E+00,-1.68574E-02
2.0515464E+00,1.48809E-02
2.0516382E+00,1.73223E-02
2.0517300E+00,5.93145E-02
2.0518218E+00,-3.63887E-02
2.0519136E+00,7.78691E-02
2.0520054E+00,-1.09980E-02
2.0520972E+00,-7.05684E-02
2.0521890E+00,6.51738E-02
2.0522808E+00,-1.49043E-02
2.0523726E+00,-8.06836E-03
2.0524644E+00,3.39238E-02
2.0525562E+00,8.32402E-02
2.0526480E+00,-2.56465E-02
2.0527398E+00,-6.32441E-02
2.0528316E+00,5.44316E-02
2.0529234E+00,-6.86152E-02
2.0530152E+00,2.70879E-02
2.0531070E+00,7.98223E-02
2.0531988E+00,-6.56855E-02
2.0532906E+00,5.00371E-02
2.0533824E+00,6.95684E-02
2.0534742E+00,-5.29902E-02
2.0535660E+00,-1.92988E-02
2.0536578E+00,4.61309E-02
2.0537496E+00,-5.64082E-02
2.0538414E+00,-5.25020E-02
2.0539332E+00,6.95684E-02
2.0540250E+00,-8.08223E-02
2.0541168E+00,6.56621E-02
2.0542086E+00,-7.20332E-02
2.0543004E+00,-5.64082E-02
2.0543922E+00,7.29863E-02
2.0544840E+00,-5.05488E-02
2.0545758E+00,6.12676E-02
2.0546676E+00,-6.37324E-02
2.0547594E+00,1.48809E-02
2.0548512E+00,5.19902E-02
2.0549430E+00,-7.39863E-02
2.0550348E+00,7.39629E-02
2.0551266E+00,-7.88691E-02
2.0552184E+00,4.61309E-02
2.0553102E+00,7.20703E-04
2.0554020E+00,-5.54316E-02
2.0554938E+00,6.85918E-02
2.0555856E+00,-7.54512E-02
2.0556774E+00,4.27129E-02
2.0557692E+00,-3.63887E-02
2.0558610E+00,3.39238E-02
2.0559528E+00,6.81035E-02
2.0560446E+00,-8.32637E-02
2.0561364E+00,6.22441E-02
2.0562282E+00,-8.27754E-02
2.0563200E+00,5.63848E-02
2.0564118E+00,-8.96113E-02
2.0565036E+00,6.58008E-03
2.0565954E+00,4.75957E-02
2.0566872E+00,-8.61934E-02
2.0567790E+00,5.78496E-02
2.0568708E+00,5.68730E-02
2.0569626E+00,9.99805E-03
2.0570544E+00,-9.05879E-02
2.0571462E+00,-2.36934E-02
2.0572380E+00,6.41973E-02
2.0573298E+00,-8.57051E-02
2.0574216E+00,-8.27754E-02
2.0575134E+00,5.34551E-02
2.0576052E+00,5.34551E-02
2.0576970E+00,-7.15449E-02
2.0577888E+00,2.17168E-02
2.0578806E+00,5.68730E-02
2.0579724E+00,-6.86152E-02
2.0580642E+00,-1.97871E-02
2.0581560E+00,2.41582E-02
2.0582478E+00,-7.15449E-02
2.0583396E+00,5.58965E-02
2.0584314E+00,-4.51777E-02
2.0585232E+00,5.60352E-03
2.0586150E+00,5.68730E-02
2.0587068E+00,-9.49824E-02
2.0587986E+00,-7.64277E-02
2.0588904E+00,3.24590E-02
2.0589822E+00,5.58965E-02
2.0590740E+00,4.80840E-02
2.0591658E+00,-8.27754E-02
2.0592576E+00,2.46465E-02
2.0593494E+00,7.06836E-03
2.0594412E+00,-5.59199E-02
2.0595330E+00,-7.54512E-02
2.0596248E+00,1.97637E-02
2.0597166E+00,5.73613E-02
2.0598084E+00,2.26934E-02
2.0599002E+00,-2.32051E-02
2.0599920E+00,-3.34590E-02
2.0600838E+00,-2.36934E-02
2.0601756E+00,-3.05293E-02
2.0602674E+00,-8.27754E-02
2.0603592E+00,-9.00996E-02
2.0604510E+00,-7.98457E-02
2.0605428E+00,-7.25215E-02
2.0606346E+00,-4.32246E-02
2.0607264E+00,-2.55859E-04
2.0608182E+00,5.24785E-02
2.0609100E+00,6.27324E-02
2.0610018E+00,6.95684E-02
2.0610936E+00,-2.90645E-02
2.0611854E+00,-3.67383E-03
2.0612772E+00,6.90801E-02
2.0613690E+00,-6.51973E-02
2.0614608E+00,-8.22871E-02
2.0615526E+00,-6.42207E-02
2.0616444E+00,3.65039E-03
2.0617362E+00,5.15020E-02
2.0618280E+00,-3.93184E-02
2.0619198E+00,-3.24824E-02
2.0620116E+00,6.71270E-02
2.0621034E+00,-3.88301E-02
2.0621952E+00,-3.59004E-02
2.0622870E+00,3.78301E-02
2.0623788E+00,4.75957E-02
2.0624706E+00,-3.83418E-02
2.0625624E+00,-5.83613E-02
2.0626542E+00,5.88262E-02
2.0627460E+00,-3.05293E-02
2.0628378E+00,6.07793E-02
2.0629296E+00,6.46855E-02
2.0630214E+00,-2.51582E-02
2.0631132E+00,-8.22871E-02
2.0632050E+00,-3.63887E-02
2.0632968E+00,6.27324E-02
2.0633886E+00,7.29863E-02
2.0634804E+00,-7.49629E-02
2.0635722E+00,-5.13867E-03
2.0636640E+00,7.34746E-02
2.0637558E+00,5.15020E-02
2.0638476E+00,-8.27754E-02
2.0639394E+00,-3.98066E-02
2.0640312E+00,6.17559E-02
2.0641230E+00,-5.59199E-02
2.0642148E+00,-8.08223E-02
2.0643066E+00,3.53887E-02
2.0643984E+00,8.53320E-03
2.0644902E+00,-1.78340E-02
2.0645820E+00,6.37090E-02
2.0646738E+00,-7.30098E-02
2.0647656E+00,-1.58809E-02
2.0648574E+00,6.61504E-02
2.0649492E+00,-6.12910E-02
2.0650410E+00,-5.54316E-02
2.0651328E+00,4.32012E-02
2.0652246E+00,-1.78340E-02
2.0653164E+00,-7.00801E-02
2.0654082E+00,1.04863E-02
2.0655000E+00,5.98027E-02
2.0655918E+00,4.41777E-02
2.0656836E+00,-3.83418E-02
2.0657754E+00,-7.39863E-02
2.0658672E+00,2.90410E-02
2.0659590E+00,5.39434E-02
2.0660508E+00,7.15215E-02
2.0661426E+00,-3.05293E-02
2.0662344E+00,-1.49043E-02
2.0663262E+00,5.29668E-02
2.0664180E+00,2.67383E-03
2.0665098E+00,-2.85762E-02
2.0666016E+00,-7.15449E-02
2.0666934E+00,-6.37324E-02
2.0667852E+00,5.88262E-02
2.0668770E+00,5.49199E-02
2.0669688E+00,1.69727E-03
2.0670606E+00,-7.98457E-02
2.0671524E+00,-6.17793E-02
2.0672442E+00,6.81035E-02
2.0673360E+00,6.76152E-02
2.0674278E+00,-9.53320E-03
2.0675196E+00,-8.61934E-02
2.0676114E+00,-8.03340E-02
2.0677032E+00,-5.29902E-02
2.0677950E+00,6.41973E-02
2.0678868E+00,4.22246E-02
2.0679786E+00,4.80840E-02
2.0680704E+00,-3.49238E-02
2.0681622E+00,-7.20332E-02
2.0682540E+00,-7.69160E-02
2.0683458E+00,-1.78340E-02
2.0684376E+00,3.68535E-02
2.0685294E+00,7.10332E-02
2.0686212E+00,6.81035E-02
2.0687130E+00,6.27324E-02
2.0688048E+00,-2.55859E-04
2.0688966E+00,-4.42012E-02
2.0689884E+00,-5.73848E-02
2.0690802E+00,6.81035E-02
2.0691720E+00,2.56230E-02
2.0692638E+00,-6.08027E-02
2.0693556E+00,8.53320E-03
2.0694474E+00,5.44316E-02
2.0695392E+00,6.17559E-02
2.0696310E+00,-5.73848E-02
2.0697228E+00,-7.93574E-02
2.0698146E+00,-3.15059E-02
2.0699064E+00,6.41973E-02
2.0699982E+00,6.90801E-02
2.0700900E+00,-4.71309E-02
2.0701818E+00,-3.39473E-02
2.0702736E+00,2.32422E-04
2.0703654E+00,7.34746E-02
2.0704572E+00,2.70879E-02
2.0705490E+00,-8.42402E-02
2.0706408E+00,5.88262E-02
2.0707326E+00,4.61309E-02
2.0708244E+00,-1.14863E-02
2.0709162E+00,-7.64277E-02
2.0710080E+00,-7.00801E-02
2.0710998E+00,6.90801E-02
2.0711916E+00,7.29863E-02
2.0712834E+00,3.68535E-02
2.0713752E+00,-7.49629E-02
2.0714670E+00,2.18555E-03
2.0715588E+00,6.41973E-02
2.0716506E+00,6.22441E-02
2.0717424E+00,6.85918E-02
2.0718342E+00,3.63652E-02
2.0719260E+00,-5.54316E-02
2.0720178E+00,-5.34785E-02
2.0721096E+00,5.68730E-02
2.0722014E+00,4.80840E-02
2.0722932E+00,-9.05879E-02
2.0723850E+00,-1.09980E-02
2.0724768E+00,6.12676E-02
2.0725686E+00,-5.25020E-02
2.0726604E+00,-8.27754E-02
2.0727522E+00,6.95684E-02
2.0728440E+00,4.61309E-02
2.0729358E+00,-5.05488E-02
2.0730276E+00,-2.80879E-02
2.0731194E+00,5.78496E-02
2.0732112E+00,-1.10119E-01
2.0733030E+00,-6.42207E-02
2.0733948E+00,4.27129E-02
2.0734866E+00,-4.95723E-02
2.0735784E+00,1.09746E-02
2.0736702E+00,4.71074E-02
2.0737620E+00,-8.03340E-02
2.0738538E+00,-7.39863E-02
2.0739456E+00,6.02910E-02
2.0740374E+00,6.81035E-02
2.0741292E+00,5.15020E-02
2.0742210E+00,4.13867E-03
2.0743128E+00,-7.69160E-02
2.0744046E+00,3.39238E-02
2.0744964E+00,7.00566E-02
2.0745882E+00,5.68730E-02
2.0746800E+00,-4.90840E-02
2.0747718E+00,-1.44160E-02
2.0748636E+00,-8.91230E-02
2.0749554E+00,6.09180E-03
2.0750472E+00,-3.44355E-02
2.0751390E+00,1.19512E-02
2.0752308E+00,4.75957E-02
2.0753226E+00,5.83379E-02
2.0754144E+00,4.61309E-02
2.0755062E+00,6.41973E-02
2.0755980E+00,2.70879E-02
2.0756898E+00,-1.00215E-02
2.0757816E+00,-7.05684E-02
2.0758734E+00,-2.80879E-02
2.0759652E+00,8.17754E-02
2.0760570E+00,4.85723E-02
2.0761488E+00,-5.88496E-02
2.0762406E+00,-8.52168E-02
2.0763324E+00,-7.34980E-02
2.0764242E+00,6.17559E-02
2.0765160E+00,-7.09180E-03
2.0766078E+00,5.73613E-02
2.0766996E+00,6.76152E-02
2.0767914E+00,-3.68770E-02
2.0768832E+00,-5.29902E-02
2.0769750E+00,-8.03340E-02
2.0770668E+00,-7.74043E-02
2.0771586E+00,1.14629E-02
2.0772504E+00,-1.05098E-02
2.0773422E+00,4.07598E-02
2.0774340E+00,6.27324E-02
2.0775258E+00,-6.17793E-02
2.0776176E+00,-8.13105E-02
2.0777094E+00,-5.10371E-02
2.0778012E+00,4.27129E-02
2.0778930E+00,7.00566E-02
2.0779848E+00,6.51738E-02
2.0780766E+00,2.17168E-02
2.0781684E+00,-5.15254E-02
2.0782602E+00,5.93145E-02
2.0783520E+00,2.26934E-02
2.0784438E+00,-7.83809E-02
2.0785356E+00,3.65039E-03
2.0786274E+00,4.32012E-02
2.0787192E+00,6.90801E-02
2.0788110E+00,7.98223E-02
2.0789028E+00,4.32012E-02
2.0789946E+00,1.19512E-02
2.0790864E+00,-6.61738E-02
2.0791782E+00,-8.61934E-02
2.0792700E+00,-8.66816E-02
2.0793618E+00,-8.37520E-02
2.0794536E+00,-7.34980E-02
2.0795454E+00,-6.91035E-02
2.0796372E+00,5.15020E-02
2.0797290E+00,5.29668E-02
2.0798208E+00,7.34746E-02
2.0799126E+00,6.66387E-02
2.0800044E+00,4.95488E-02
2.0800962E+00,6.27324E-02
2.0801880E+00,-4.07832E-02
2.0802798E+00,-8.13105E-02
2.0803716E+00,-5.05488E-02
2.0804634E+00,1.82988E-02
2.0805552E+00,8.53320E-03
2.0806470E+00,7.29863E-02
2.0807388E+00,-5.10371E-02
2.0808306E+00,-6.37324E-02
2.0809224E+00,-5.10371E-02
2.0810142E+00,-7.93574E-02
2.0811060E+00,-3.88301E-02
2.0811978E+00,-7.58008E-03
2.0812896E+00,-1.83223E-02
2.0813814E+00,3.34355E-02
2.0814732E+00,6.41973E-02
2.0815650E+00,3.44121E-02
2.0816568E+00,6.41973E-02
2.0817486E+00,2.12285E-02
2.0818404E+00,7.00566E-02
2.0819322E+00,6.76152E-02
2.0820240E+00,5.93145E-02
2.0821158E+00,3.09941E-02
2.0822076E+00,-7.34980E-02
2.0822994E+00,-3.73652E-02
2.0823912E+00,1.48809E-02
2.0824830E+00,3.34355E-02
2.0825748E+00,6.85918E-02
2.0826666E+00,5.88262E-02
2.0827584E+00,5.15020E-02
2.0828502E+00,-7.69160E-02
2.0829420E+00,-4.27363E-02
2.0830338E+00,-6.27559E-02
2.0831256E+00,-3.10176E-02
2.0832174E+00,6.61504E-02
2.0833092E+00,-4.61543E-02
2.0834010E+00,-1.92988E-02
2.0834928E+00,6.37090E-02
2.0835846E+00,7.15215E-02
2.0836764E+00,-1.00215E-02
2.0837682E+00,1.04863E-02
2.0838600E+00,-2.12520E-02
2.0839518E+00,7.59160E-02
2.0840436E+00,3.88066E-02
2.0841354E+00,-4.81074E-02
2.0842272E+00,7.10332E-02
2.0843190E+00,2.41582E-02
2.0844108E+00,-1.00215E-02
2.0845026E+00,-6.95918E-02
2.0845944E+00,-1.78340E-02
2.0846862E+00,-4.90840E-02
2.0847780E+00,5.83379E-02
2.0848698E+00,7.34746E-02
2.0849616E+00,-5.78730E-02
2.0850534E+00,-7.74043E-02
2.0851452E+00,-5.15254E-02
2.0852370E+00,5.78496E-02
2.0853288E+00,8.32402E-02
2.0854206E+00,1.63457E-02
2.0855124E+00,5.73613E-02
2.0856042E+00,7.93340E-02
2.0856960E+00,-5.98262E-02
2.0857878E+00,-7.20332E-02
2.0858796E+00,-3.68770E-02
2.0859714E+00,1.19512E-02
2.0860632E+00,2.75762E-02
2.0861550E+00,3.73418E-02
2.0862468E+00,7.10332E-02
2.0863386E+00,7.83574E-02
2.0864304E+00,3.78301E-02
2.0865222E+00,-4.37129E-02
2.0866140E+00,-2.27168E-02
2.0867058E+00,-6.95918E-02
2.0867976E+00,3.16211E-03
2.0868894E+00,7.83574E-02
2.0869812E+00,-5.29902E-02
2.0870730E+00,2.02520E-02
2.0871648E+00,-9.04492E-03
2.0872566E+00,-7.69160E-02
2.0873484E+00,-6.03145E-02
2.0874402E+00,6.41973E-02
2.0875320E+00,7.83574E-02
2.0876238E+00,3.92949E-02
2.0877156E+00,2.07402E-02
2.0878074E+00,-7.34980E-02
2.0878992E+00,-7.15449E-02
2.0879910E+00,-1.72070E-03
2.0880828E+00,3.14824E-02
2.0881746E+00,-6.61738E-02
2.0882664E+00,2.61113E-02
2.0883582E+00,7.83574E-02
2.0884500E+00,5.78496E-02
2.0885418E+00,7.39629E-02
2.0886336E+00,5.63848E-02
2.0887254E+00,-3.19941E-02
2.0888172E+00,2.67383E-03
2.0889090E+00,6.32207E-02
2.0890008E+00,2.67383E-03
2.0890926E+00,-6.37324E-02
2.0891844E+00,6.12676E-02
2.0892762E+00,7.54277E-02
2.0893680E+00,4.12480E-02
2.0894598E+00,-4.07832E-02
2.0895516E+00,-6.95918E-02
2.0896434E+00,-2.22285E-02
2.0897352E+00,7.29863E-02
2.0898270E+00,6.90801E-02
2.0899188E+00,-2.75996E-02
2.0900106E+00,1.39043E-02
2.0901024E+00,7.54277E-02
2.0901942E+00,-6.51973E-02
2.0902860E+00,6.56621E-02
2.0903778E+00,7.78691E-02
2.0904696E+00,-6.08027E-02
2.0905614E+00,4.27129E-02
2.0906532E+00,3.14824E-02
2.0907450E+00,-8.42402E-02
2.0908368E+00,-2.07637E-02
2.0909286E+00,7.73809E-02
2.0910204E+00,-7.54512E-02
2.0911122E+00,4.85723E-02
2.0912040E+00,4.51543E-02
2.0912958E+00,-4.51777E-02
2.0913876E+00,5.54082E-02
2.0914794E+00,-2.90645E-02
2.0915712E+00,-5.25020E-02
2.0916630E+00,7.20703E-04
2.0917548E+00,8.03105E-02
2.0918466E+00,6.71270E-02
2.0919384E+00,-2.71113E-02
2.0920302E+00,7.05449E-02
2.0921220E+00,-6.71504E-02
2.0922138E+00,4.75957E-02
2.0923056E+00,6.61504E-02
2.0923974E+00,1.69727E-03
2.0924892E+00,-5.34785E-02
2.0925810E+00,-2.66230E-02
