Time(s),Voltage(V)
-0.285039,0.0228691
-0.2849472,0.020916
-0.2848554,0.0179863
-0.2847636,0.0106621
-0.2846718,0.017498
-0.28458,0.0238457
-0.2844882,0.0238457
-0.2843964,0.0262871
-0.2843046,0.0135918
-0.2842128,0.00284961
-0.284121,-0.00593945
-0.2840292,0.00480273
-0.2839374,-0.00300977
-0.2838456,-8.00781e-05
-0.2837538,0.00187305
-0.283662,0.00480273
-0.2835702,0.000896484
-0.2834784,0.00138477
-0.2833866,0.00529102
-0.2832948,-0.0020332
-0.283203,0.0145684
-0.2831112,-0.00349805
-0.2830194,0.0179863
-0.2829276,0.00284961
-0.2828358,-0.0181465
-0.282744,-0.0020332
-0.2826522,0.00382617
-0.2825604,0.00187305
-0.2824686,0.00724414
-0.2823768,-8.00781e-05
-0.282285,0.0131035
-0.2821932,0.00236133
-0.2821014,0.00187305
-0.2820096,0.000408203
-0.2819178,-0.00252148
-0.281826,0.00138477
-0.2817342,-0.00105664
-0.2816424,0.0082207
-0.2815506,0.00333789
-0.2814588,0.00333789
-0.281367,0.00480273
-0.2812752,0.0111504
-0.2811834,0.0082207
-0.2810916,0.00382617
-0.2809998,0.0106621
-0.280908,-0.00300977
-0.2808162,0.00724414
-0.2807244,0.00529102
-0.2806326,0.0106621
-0.2805408,-0.00691602
-0.280449,-0.00593945
-0.2803572,-0.00300977
-0.2802654,0.00236133
-0.2801736,-0.00349805
-0.2800818,0.00333789
-0.27999,-0.00349805
-0.2798982,0.000408203
-0.2798064,-0.0020332
-0.2797146,0.00431445
-0.2796228,-0.0142402
-0.279531,0.000896484
-0.2794392,-0.0020332
-0.2793474,0.0057793
-0.2792556,0.00529102
-0.2791638,0.012127
-0.279072,-0.00545117
-0.2789802,0.00480273
-0.2788884,0.00480273
-0.2787966,-0.0074043
-0.2787048,-0.00398633
-0.278613,0.0184746
-0.2785212,-0.00496289
-0.2784294,-0.0337715
-0.2783376,-0.0152168
-0.2782458,-0.00398633
-0.278154,-0.00447461
-0.2780622,-0.00593945
-0.2779704,-0.0132637
-0.2778786,-0.0196113
-0.2777868,-0.0200996
-0.277695,-0.022541
-0.2776032,-0.00349805
-0.2775114,-0.00398633
-0.2774196,-0.019123
-0.2773278,-0.00789258
-0.277236,-0.00300977
-0.2771442,-0.0108223
-0.2770524,-0.0205879
-0.2769606,-0.00789258
-0.2768688,-0.0117988
-0.276777,-0.00642773
-0.2766852,-0.0108223
-0.2765934,-0.0181465
-0.2765016,-0.0215645
-0.2764098,-0.0367012
-0.276318,-0.0117988
-0.2762262,-0.00300977
-0.2761344,-0.0200996
-0.2760426,-0.0235176
-0.2759508,-0.0298652
-0.275859,-0.019123
-0.2757672,-0.0200996
-0.2756754,-0.013752
-0.2755836,-0.00447461
-0.2754918,-0.0074043
-0.2754,-0.0127754
-0.2753082,-0.0147285
-0.2752164,-0.0235176
-0.2751246,-0.0264473
-0.2750328,-0.0210762
-0.274941,-0.0240059
-0.2748492,-0.022541
-0.2747574,-0.0142402
-0.2746656,0.00675586
-0.2745738,-0.0279121
-0.274482,-0.00789258
-0.2743902,-0.0122871
-0.2742984,-0.0176582
-0.2742066,-0.00545117
-0.2741148,-0.0117988
-0.274023,-0.00496289
-0.2739312,-0.0113105
-0.2738394,-0.00593945
-0.2737476,-0.00935742
-0.2736558,-0.00691602
-0.273564,0.00284961
-0.2734722,-8.00781e-05
-0.2733804,-0.00447461
-0.2732886,-0.00349805
-0.2731968,-0.0108223
-0.273105,-0.00496289
-0.2730132,-0.0108223
-0.2729214,-0.00398633
-0.2728296,-0.00349805
-0.2727378,0.00870898
-0.272646,-0.00252148
-0.2725542,-0.0147285
-0.2724624,-0.00252148
-0.2723706,-0.010334
-0.2722788,-0.0117988
-0.272187,-0.00789258
-0.2720952,-0.00593945
-0.2720034,-0.00642773
-0.2719116,-0.00886914
-0.2718198,-0.0171699
-0.271728,-0.00935742
-0.2716362,-0.0127754
-0.2715444,-0.00935742
-0.2714526,-0.0161934
-0.2713608,-0.0020332
-0.271269,0.0170098
-0.2711772,-0.0020332
-0.2710854,-0.00886914
-0.2709936,-0.00642773
-0.2709018,0.000408203
-0.27081,0.00138477
-0.2707182,-0.00398633
-0.2706264,-0.00154492
-0.2705346,-0.00935742
-0.2704428,-0.000568359
-0.270351,-0.00545117
-0.2702592,0.0233574
-0.2701674,-0.019123
-0.2700756,0.00529102
-0.2699838,-0.0020332
-0.269892,-0.000568359
-0.2698002,-0.00154492
-0.2697084,-0.0176582
-0.2696166,-8.00781e-05
-0.2695248,-0.00154492
-0.269433,-0.00154492
-0.2693412,-0.00447461
-0.2692494,0.000896484
-0.2691576,-0.0020332
-0.2690658,-0.00300977
-0.268974,-0.0020332
-0.2688822,-0.00496289
-0.2687904,-0.00349805
-0.2686986,0.00529102
-0.2686068,0.0106621
-0.268515,0.00187305
-0.2684232,0.0140801
-0.2683314,0.00773242
-0.2682396,0.0082207
-0.2681478,0.0145684
-0.268056,0.00870898
-0.2679642,0.00431445
-0.2678724,0.00626758
-0.2677806,0.0111504
-0.2676888,0.0145684
-0.267597,0.00870898
-0.2675052,0.00480273
-0.2674134,0.0126152
-0.2673216,0.00626758
-0.2672298,0.00870898
-0.267138,0.0409355
-0.2670462,0.00529102
-0.2669544,0.0155449
-0.2668626,0.00529102
-0.2667708,0.00529102
-0.266679,0.00333789
-0.2665872,0.0101738
-0.2664954,0.0082207
-0.2664036,0.00284961
-0.2663118,-0.0074043
-0.26622,0.00529102
-0.2661282,0.00968555
-0.2660364,0.000896484
-0.2659446,0.0228691
-0.2658528,0.0155449
-0.265761,-0.00593945
-0.2656692,0.012127
-0.2655774,0.0204277
-0.2654856,0.0135918
-0.2653938,0.00529102
-0.265302,0.00480273
-0.2652102,0.0257988
-0.2651184,0.0248223
-0.2650266,0.0253105
-0.2649348,0.0233574
-0.264843,0.0106621
-0.2647512,0.0140801
-0.2646594,0.0082207
-0.2645676,0.00870898
-0.2644758,0.020916
-0.264384,0.0248223
-0.2642922,0.000408203
-0.2642004,-0.0020332
-0.2641086,0.00431445
-0.2640168,-8.00781e-05
-0.263925,-0.00349805
-0.2638332,-0.00691602
-0.2637414,-0.000568359
-0.2636496,-0.013752
-0.2635578,0.0116387
-0.263466,-0.0127754
-0.2633742,0.00236133
-0.2632824,0.00382617
-0.2631906,0.00138477
-0.2630988,0.00333789
-0.263007,0.012127
-0.2629152,-0.00252148
-0.2628234,0.0101738
-0.2627316,0.0101738
-0.2626398,0.00333789
-0.262548,0.012127
-0.2624562,0.00138477
-0.2623644,0.0126152
-0.2622726,0.0179863
-0.2621808,0.033123
-0.262089,0.00138477
-0.2619972,-0.000568359
-0.2619054,0.0463066
-0.2618136,0.00529102
-0.2617218,-0.00496289
-0.26163,0.0082207
-0.2615382,0.0126152
-0.2614464,0.000408203
-0.2613546,0.00529102
-0.2612628,0.00187305
-0.261171,-0.00593945
-0.2610792,-0.00496289
-0.2609874,-0.00300977
-0.2608956,0.00626758
-0.2608038,0.00773242
-0.260712,0.00529102
-0.2606202,0.0082207
-0.2605284,0.0140801
-0.2604366,-0.00545117
-0.2603448,-0.00349805
-0.260253,0.00236133
-0.2601612,0.00870898
-0.2600694,-0.00545117
-0.2599776,0.00284961
-0.2598858,-8.00781e-05
-0.259794,0.00870898
-0.2597022,0.00138477
-0.2596104,-0.00642773
-0.2595186,-0.0157051
-0.2594268,0.0101738
-0.259335,-8.00781e-05
-0.2592432,-0.00545117
-0.2591514,-0.0074043
-0.2590596,0.00187305
-0.2589678,-0.00349805
-0.258876,-0.00105664
-0.2587842,-0.00545117
-0.2586924,-0.0171699
-0.2586006,-0.0020332
-0.2585088,-0.00935742
-0.258417,-0.00642773
-0.2583252,-0.0142402
-0.2582334,-0.00349805
-0.2581416,-0.00691602
-0.2580498,-0.00642773
-0.257958,-0.00789258
-0.2578662,0.0165215
-0.2577744,-0.00886914
-0.2576826,-0.019123
-0.2575908,-0.0264473
-0.257499,-0.0181465
-0.2574072,-0.00642773
-0.2573154,-0.0098457
-0.2572236,-0.0142402
-0.2571318,-0.0117988
-0.25704,-0.0161934
-0.2569482,-0.013752
-0.2568564,-0.0235176
-0.2567646,-0.00935742
-0.2566728,-0.00496289
-0.256581,-0.00935742
-0.2564892,-0.0181465
-0.2563974,-0.0098457
-0.2563056,0.00480273
-0.2562138,-0.00496289
-0.256122,-0.0215645
-0.2560302,-0.0205879
-0.2559384,-0.0166816
-0.2558466,-0.0220527
-0.2557548,-0.0249824
-0.255663,-0.0098457
-0.2555712,-0.0117988
-0.2554794,-0.0074043
-0.2553876,-0.0215645
-0.2552958,-0.0264473
-0.255204,-0.013752
-0.2551122,-0.0254707
-0.2550204,-0.0269355
-0.2549286,-0.0215645
-0.2548368,-0.0210762
-0.254745,0.0111504
-0.2546532,-0.0210762
-0.2545614,-0.0181465
-0.2544696,-0.0157051
-0.2543778,-0.0235176
-0.254286,-0.00935742
-0.2541942,-0.0147285
-0.2541024,-0.00300977
-0.2540106,-0.0108223
-0.2539188,-0.0157051
-0.253827,-0.00545117
-0.2537352,-0.0147285
-0.2536434,-0.00545117
-0.2535516,0.0218926
-0.2534598,-0.0161934
-0.253368,-0.0098457
-0.2532762,-0.00300977
-0.2531844,-0.0122871
-0.2530926,-0.0074043
-0.2530008,-0.00300977
-0.252909,-8.00781e-05
-0.2528172,-0.0186348
-0.2527254,-0.00398633
-0.2526336,-0.00545117
-0.2525418,-0.0020332
-0.25245,-0.00105664
-0.2523582,-0.00691602
-0.2522664,-0.00300977
-0.2521746,-0.00154492
-0.2520828,-0.0020332
-0.251991,-0.00545117
-0.2518992,0.0111504
-0.2518074,0.000896484
-0.2517156,0.00480273
-0.2516238,-0.00545117
-0.251532,-0.0210762
-0.2514402,-0.0117988
-0.2513484,0.0145684
-0.2512566,-0.0074043
-0.2511648,-0.0127754
-0.251073,-0.00935742
-0.2509812,0.0184746
-0.2508894,-0.013752
-0.2507976,-0.00691602
-0.2507058,-0.00398633
-0.250614,-0.0020332
-0.2505222,-0.0098457
-0.2504304,-0.00593945
-0.2503386,-0.010334
-0.2502468,-0.000568359
-0.250155,-0.00447461
-0.2500632,-0.0074043
-0.2499714,0.00236133
-0.2498796,-0.00935742
-0.2497878,-0.0074043
-0.249696,-0.00886914
-0.2496042,-0.00886914
-0.2495124,-0.00447461
-0.2494206,0.00284961
-0.2493288,-0.00545117
-0.249237,-0.00252148
-0.2491452,-0.0171699
-0.2490534,-0.0113105
-0.2489616,-0.00300977
-0.2488698,-0.0074043
-0.248778,0.00529102
-0.2486862,0.00919727
-0.2485944,0.0140801
-0.2485026,0.0179863
-0.2484108,-0.00447461
-0.248319,0.00236133
-0.2482272,0.00382617
-0.2481354,0.00187305
-0.2480436,0.00187305
-0.2479518,0.00431445
-0.24786,0.0126152
-0.2477682,0.00529102
-0.2476764,0.0179863
-0.2475846,0.00284961
-0.2474928,0.00382617
-0.247401,0.0111504
-0.2473092,0.00529102
-0.2472174,-0.00398633
-0.2471256,0.0131035
-0.2470338,0.0165215
-0.246942,0.0111504
-0.2468502,0.00333789
-0.2467584,0.00724414
-0.2466666,0.00480273
-0.2465748,0.0375176
-0.246483,0.0135918
-0.2463912,0.00919727
-0.2462994,-0.00252148
-0.2462076,0.00724414
-0.2461158,0.0126152
-0.246024,0.0199395
-0.2459322,0.0292168
-0.2458404,0.0199395
-0.2457486,0.00968555
-0.2456568,0.0111504
-0.245565,0.0111504
-0.2454732,0.0282402
-0.2453814,0.00870898
-0.2452896,0.00919727
-0.2451978,0.0189629
-0.245106,0.0106621
-0.2450142,0.0160332
-0.2449224,0.017498
-0.2448306,0.0155449
-0.2447388,0.0189629
-0.244647,0.00870898
-0.2445552,0.020916
-0.2444634,0.027752
-0.2443716,0.0170098
-0.2442798,0.0106621
-0.244188,0.00968555
-0.2440962,0.00870898
-0.2440044,-0.00105664
-0.2439126,-0.00398633
-0.2438208,-8.00781e-05
-0.243729,-0.00642773
-0.2436372,0.00529102
-0.2435454,0.00333789
-0.2434536,-0.00398633
-0.2433618,0.0233574
-0.24327,-0.000568359
-0.2431782,-0.019123
-0.2430864,0.00675586
-0.2429946,0.00773242
-0.2429028,-0.00154492
-0.242811,0.00431445
-0.2427192,0.00138477
-0.2426274,0.00480273
-0.2425356,0.0057793
-0.2424438,-0.0020332
-0.242352,0.00773242
-0.2422602,0.000408203
-0.2421684,0.00773242
-0.2420766,0.000896484
-0.2419848,0.00236133
-0.241893,0.00187305
-0.2418012,0.00968555
-0.2417094,0.0057793
-0.2416176,0.00626758
-0.2415258,0.00333789
-0.241434,-8.00781e-05
-0.2413422,0.0194512
-0.2412504,0.00675586
-0.2411586,-0.00105664
-0.2410668,0.024334
-0.240975,-0.00691602
-0.2408832,0.00187305
-0.2407914,-0.00349805
-0.2406996,0.00529102
-0.2406078,0.00333789
-0.240516,-0.00398633
-0.2404242,0.000896484
-0.2403324,0.0248223
-0.2402406,-0.00886914
-0.2401488,0.00431445
-0.240057,0.0150566
-0.2399652,0.00284961
-0.2398734,0.000896484
-0.2397816,-0.00398633
-0.2396898,0.00187305
-0.239598,-0.00398633
-0.2395062,-0.00154492
-0.2394144,-8.00781e-05
-0.2393226,0.00431445
-0.2392308,-0.0020332
-0.239139,-0.00154492
-0.2390472,0.0170098
-0.2389554,0.00333789
-0.2388636,-0.00642773
-0.2387718,-0.00886914
-0.23868,-0.00886914
-0.2385882,-0.0122871
-0.2384964,-0.010334
-0.2384046,-0.0152168
-0.2383128,-0.0074043
-0.238221,-0.00691602
-0.2381292,-0.0117988
-0.2380374,-0.00935742
-0.2379456,-0.00154492
-0.2378538,-0.00545117
-0.237762,0.0116387
-0.2376702,-0.0166816
-0.2375784,-0.00691602
-0.2374866,-0.00545117
-0.2373948,-0.0127754
-0.237303,-0.00545117
-0.2372112,-0.0142402
-0.2371194,-0.010334
-0.2370276,-0.00642773
-0.2369358,-0.00886914
-0.236844,-0.00154492
-0.2367522,-0.0230293
-0.2366604,-0.0181465
-0.2365686,-0.0220527
-0.2364768,-0.0108223
-0.236385,-0.013752
-0.2362932,0.0057793
-0.2362014,-0.00105664
-0.2361096,-0.00935742
-0.2360178,-0.0284004
-0.235926,-0.0254707
-0.2358342,-0.0264473
-0.2357424,-0.0176582
-0.2356506,-0.00252148
-0.2355588,-0.00545117
-0.235467,-0.00935742
-0.2353752,-0.0147285
-0.2352834,-0.0161934
-0.2351916,-0.0220527
-0.2350998,-0.0244941
-0.235008,-0.0196113
-0.2349162,-0.025959
-0.2348244,-0.022541
-0.2347326,-0.0181465
-0.2346408,-0.0288887
-0.234549,-0.0235176
-0.2344572,-0.0362129
-0.2343654,-0.0117988
-0.2342736,-0.0098457
-0.2341818,-0.0074043
-0.23409,-0.0127754
-0.2339982,-0.0108223
-0.2339064,-0.00545117
-0.2338146,-0.00349805
-0.2337228,-0.00447461
-0.233631,-0.00154492
-0.2335392,-0.00496289
-0.2334474,-0.0098457
-0.2333556,-0.00838086
-0.2332638,-0.00935742
-0.233172,0.000408203
-0.2330802,-0.00789258
-0.2329884,-0.0132637
-0.2328966,-0.0157051
-0.2328048,-0.010334
-0.232713,-0.00935742
-0.2326212,-0.00593945
-0.2325294,-0.00593945
-0.2324376,-0.00496289
-0.2323458,0.00529102
-0.232254,-0.00593945
-0.2321622,-0.0171699
-0.2320704,-0.0113105
-0.2319786,-0.010334
-0.2318868,-0.00886914
-0.231795,-0.0176582
-0.2317032,-0.013752
-0.2316114,-0.00545117
-0.2315196,-0.00838086
-0.2314278,-0.00545117
-0.231336,-0.00349805
-0.2312442,-0.00398633
-0.2311524,0.00333789
-0.2310606,-0.00886914
-0.2309688,-0.000568359
-0.230877,0.00138477
-0.2307852,-0.0127754
-0.2306934,-0.00496289
-0.2306016,-0.00545117
-0.2305098,-0.00300977
-0.230418,-0.00447461
-0.2303262,-0.00935742
-0.2302344,-0.0127754
-0.2301426,-0.00545117
-0.2300508,-0.00398633
-0.229959,-0.0127754
-0.2298672,-0.00642773
-0.2297754,-0.00447461
-0.2296836,0.00382617
-0.2295918,-0.0020332
-0.2295,0.00138477
-0.2294082,0.00284961
-0.2293164,-0.00496289
-0.2292246,0.00138477
-0.2291328,-8.00781e-05
-0.229041,-0.00789258
-0.2289492,0.0101738
-0.2288574,-0.00154492
-0.2287656,0.00480273
-0.2286738,0.0272637
-0.228582,0.00529102
-0.2284902,-0.00105664
-0.2283984,-8.00781e-05
-0.2283066,-0.00447461
-0.2282148,-0.0142402
-0.228123,-0.00154492
-0.2280312,0.0135918
-0.2279394,0.0111504
-0.2278476,0.0111504
-0.2277558,0.0106621
-0.227664,0.00675586
-0.2275722,0.00724414
-0.2274804,0.0189629
-0.2273886,-0.000568359
-0.2272968,0.0345879
-0.227205,0.0199395
-0.2271132,0.0248223
-0.2270214,0.0082207
-0.2269296,0.0106621
-0.2268378,0.0057793
-0.226746,0.0126152
-0.2266542,0.0194512
-0.2265624,0.00870898
-0.2264706,0.012127
-0.2263788,0.012127
-0.226287,0.00480273
-0.2261952,0.00187305
-0.2261034,0.0116387
-0.2260116,0.0214043
-0.2259198,0.0238457
-0.225828,0.0238457
-0.2257362,0.0292168
-0.2256444,0.00236133
-0.2255526,0.00333789
-0.2254608,0.0150566
-0.225369,0.0155449
-0.2252772,0.0126152
-0.2251854,0.0126152
-0.2250936,0.020916
-0.2250018,0.0194512
-0.22491,0.0150566
-0.2248182,0.0057793
-0.2247264,0.0116387
-0.2246346,0.0165215
-0.2245428,0.027752
-0.224451,0.0238457
-0.2243592,0.0663262
-0.2242674,0.012127
-0.2241756,0.000408203
-0.2240838,0.00529102
-0.223992,-0.00545117
-0.2239002,-0.00105664
-0.2238084,-0.0098457
-0.2237166,0.00870898
-0.2236248,-0.00935742
-0.223533,-0.0020332
-0.2234412,0.0165215
-0.2233494,0.00480273
-0.2232576,-0.00398633
-0.2231658,0.00919727
-0.223074,0.0057793
-0.2229822,0.00626758
-0.2228904,-8.00781e-05
-0.2227986,-8.00781e-05
-0.2227068,0.00236133
-0.222615,-0.00349805
-0.2225232,0.000408203
-0.2224314,-0.00300977
-0.2223396,0.00626758
-0.2222478,0.00187305
-0.222156,-0.00105664
-0.2220642,0.000408203
-0.2219724,0.00382617
-0.2218806,0.00284961
-0.2217888,0.00187305
-0.221697,0.00529102
-0.2216052,-8.00781e-05
-0.2215134,-0.00349805
-0.2214216,0.0082207
-0.2213298,0.00431445
-0.221238,-0.00252148
-0.2211462,0.00919727
-0.2210544,-0.00300977
-0.2209626,0.00724414
-0.2208708,0.00675586
-0.220779,0.000896484
-0.2206872,-0.000568359
-0.2205954,0.00675586
-0.2205036,0.00870898
-0.2204118,-0.00886914
-0.22032,0.00236133
-0.2202282,0.0150566
-0.2201364,0.00724414
-0.2200446,0.00968555
-0.2199528,-8.00781e-05
-0.219861,-0.000568359
-0.2197692,-0.00789258
-0.2196774,0.00773242
-0.2195856,0.00236133
-0.2194938,-0.00300977
-0.219402,-0.0020332
-0.2193102,0.000408203
-0.2192184,0.00529102
-0.2191266,0.00382617
-0.2190348,0.00382617
-0.218943,-0.0074043
-0.2188512,-0.00545117
-0.2187594,-0.00886914
-0.2186676,-0.00642773
-0.2185758,-0.013752
-0.218484,-0.0205879
-0.2183922,-8.00781e-05
-0.2183004,0.000896484
-0.2182086,-8.00781e-05
-0.2181168,-0.0147285
-0.218025,-0.0142402
-0.2179332,-0.0117988
-0.2178414,-0.0200996
-0.2177496,-0.0122871
-0.2176578,-0.00691602
-0.217566,-0.00642773
-0.2174742,-0.0117988
-0.2173824,-0.0127754
-0.2172906,-0.0108223
-0.2171988,-0.0127754
-0.217107,-0.0127754
-0.2170152,-0.0127754
-0.2169234,-0.00886914
-0.2168316,-0.0205879
-0.2167398,-0.0117988
-0.216648,-0.0176582
-0.2165562,-0.0147285
-0.2164644,-0.0210762
-0.2163726,-0.0113105
-0.2162808,-0.00154492
-0.216189,-0.00349805
-0.2160972,-0.0220527
-0.2160054,-0.0249824
-0.2159136,-0.0308418
-0.2158218,-0.0269355
-0.21573,-0.022541
-0.2156382,-0.00593945
-0.2155464,-0.0074043
-0.2154546,-0.0147285
-0.2153628,-0.0220527
-0.215271,-0.0210762
-0.2151792,-0.025959
-0.2150874,-0.0298652
-0.2149956,-0.0298652
-0.2149038,0.0160332
-0.214812,-0.0161934
-0.2147202,-0.0152168
-0.2146284,-0.0240059
-0.2145366,-0.0210762
-0.2144448,-0.0113105
-0.214353,-0.0205879
-0.2142612,-0.0117988
-0.2141694,-0.010334
-0.2140776,-0.00838086
-0.2139858,-0.0074043
-0.213894,0.000896484
-0.2138022,-0.00935742
-0.2137104,-0.00789258
-0.2136186,-0.0098457
-0.2135268,-0.0074043
-0.213435,-0.0074043
-0.2133432,0.00529102
-0.2132514,0.0106621
-0.2131596,-0.00593945
-0.2130678,-0.0108223
-0.212976,0.00138477
-0.2128842,0.000408203
-0.2127924,0.012127
-0.2127006,-0.00789258
-0.2126088,-0.00642773
-0.212517,-0.00886914
-0.2124252,-0.00349805
-0.2123334,-0.00691602
-0.2122416,-0.0279121
-0.2121498,-0.0108223
-0.212058,0.0223809
-0.2119662,0.00870898
-0.2118744,0.00382617
-0.2117826,-0.0235176
-0.2116908,-0.013752
-0.211599,-0.010334
-0.2115072,-0.00545117
-0.2114154,-0.00593945
-0.2113236,-0.00398633
-0.2112318,-0.0074043
-0.21114,-0.00886914
-0.2110482,-8.00781e-05
-0.2109564,-0.00935742
-0.2108646,-0.000568359
-0.2107728,-0.0254707
-0.210681,-0.00789258
-0.2105892,-0.0254707
-0.2104974,-0.00935742
-0.2104056,-0.00398633
-0.2103138,-0.0074043
-0.210222,-0.00398633
-0.2101302,-0.00691602
-0.2100384,-0.00349805
-0.2099466,0.00724414
-0.2098548,-0.00789258
-0.209763,0.00236133
-0.2096712,-0.00447461
-0.2095794,-0.0020332
-0.2094876,-0.00447461
-0.2093958,-0.00447461
-0.209304,-0.010334
-0.2092122,-0.00935742
-0.2091204,-0.0108223
-0.2090286,-0.00349805
-0.2089368,0.00333789
-0.208845,0.012127
-0.2087532,0.00724414
-0.2086614,0.0111504
-0.2085696,0.0145684
-0.2084778,0.00138477
-0.208386,-0.00398633
-0.2082942,-0.00545117
-0.2082024,0.00919727
-0.2081106,-0.0020332
-0.2080188,0.00919727
-0.207927,0.017498
-0.2078352,-0.0098457
-0.2077434,0.0106621
-0.2076516,0.0248223
-0.2075598,0.00284961
-0.207468,-8.00781e-05
-0.2073762,-0.00252148
-0.2072844,0.0057793
-0.2071926,0.00480273
-0.2071008,0.0179863
-0.207009,0.00870898
-0.2069172,0.0101738
-0.2068254,0.012127
-0.2067336,0.00382617
-0.2066418,0.0140801
-0.20655,0.0189629
-0.2064582,0.0111504
-0.2063664,0.0057793
-0.2062746,-0.00398633
-0.2061828,0.00333789
-0.206091,0.0101738
-0.2059992,0.0233574
-0.2059074,0.0194512
-0.2058156,0.0214043
-0.2057238,0.0189629
-0.205632,-0.00447461
-0.2055402,-8.00781e-05
-0.2054484,-0.00154492
-0.2053566,0.012127
-0.2052648,0.0170098
-0.205173,0.0194512
-0.2050812,0.0189629
-0.2049894,0.0223809
-0.2048976,0.0170098
-0.2048058,0.00919727
-0.204714,0.0179863
-0.2046222,0.0321465
-0.2045304,0.0223809
-0.2044386,0.012127
-0.2043468,0.0204277
-0.204255,0.00919727
-0.2041632,-0.00545117
-0.2040714,0.0126152
-0.2039796,0.00382617
-0.2038878,-0.00838086
-0.203796,-0.00398633
-0.2037042,0.0228691
-0.2036124,-0.00154492
-0.2035206,0.012127
-0.2034288,-0.00349805
-0.203337,-0.00642773
-0.2032452,0.00431445
-0.2031534,0.00968555
-0.2030616,0.000896484
-0.2029698,0.00236133
-0.202878,-0.00105664
-0.2027862,-0.00935742
-0.2026944,0.00919727
-0.2026026,0.00333789
-0.2025108,0.0057793
-0.202419,0.00675586
-0.2023272,0.00870898
-0.2022354,0.00724414
-0.2021436,0.0057793
-0.2020518,-0.000568359
-0.20196,-0.00642773
-0.2018682,0.00968555
-0.2017764,0.00870898
-0.2016846,-0.00593945
-0.2015928,0.0145684
-0.201501,0.0082207
-0.2014092,-0.00154492
-0.2013174,-0.00398633
-0.2012256,-0.00252148
-0.2011338,-0.00154492
-0.201042,-0.00105664
-0.2009502,0.00236133
-0.2008584,0.00236133
-0.2007666,0.00333789
-0.2006748,-0.00105664
-0.200583,0.00187305
-0.2004912,0.0140801
-0.2003994,0.0082207
-0.2003076,0.00431445
-0.2002158,-0.00105664
-0.200124,-8.00781e-05
-0.2000322,0.00724414
-0.1999404,0.00431445
-0.1998486,0.00333789
-0.1997568,-0.00935742
-0.199665,0.0106621
-0.1995732,0.00773242
-0.1994814,0.00187305
-0.1993896,0.0228691
-0.1992978,0.00284961
-0.199206,-0.000568359
-0.1991142,-0.000568359
-0.1990224,0.00284961
-0.1989306,-0.00300977
-0.1988388,0.00529102
-0.198747,-0.00447461
-0.1986552,-0.0171699
-0.1985634,-0.00886914
-0.1984716,-0.010334
-0.1983798,-0.0142402
-0.198288,-0.0142402
-0.1981962,-0.00105664
-0.1981044,-0.0113105
-0.1980126,-0.0127754
-0.1979208,-0.00545117
-0.197829,-0.00935742
-0.1977372,0.00284961
-0.1976454,-0.0098457
-0.1975536,-0.00886914
-0.1974618,-0.00935742
-0.19737,-0.0074043
-0.1972782,-0.00838086
-0.1971864,-0.0122871
-0.1970946,-0.0132637
-0.1970028,-0.0074043
-0.196911,-0.0074043
-0.1968192,-0.0196113
-0.1967274,-0.0074043
-0.1966356,-0.0161934
-0.1965438,-0.0157051
-0.196452,-0.0117988
-0.1963602,-0.0147285
-0.1962684,0.00187305
-0.1961766,-0.0020332
-0.1960848,-0.0152168
-0.195993,-0.0147285
-0.1959012,-0.0249824
-0.1958094,-0.0313301
-0.1957176,-0.010334
-0.1956258,-0.00789258
-0.195534,-0.0074043
-0.1954422,-0.000568359
-0.1953504,-0.0122871
-0.1952586,-0.0171699
-0.1951668,-0.0196113
-0.195075,-0.0196113
-0.1949832,-0.0186348
-0.1948914,-0.022541
-0.1947996,-0.0171699
-0.1947078,-0.00691602
-0.194616,-0.019123
-0.1945242,-0.0215645
-0.1944324,-0.0108223
-0.1943406,-0.00349805
-0.1942488,-0.00300977
-0.194157,-0.010334
-0.1940652,0.0214043
-0.1939734,-0.00154492
-0.1938816,-0.0127754
-0.1937898,-0.00545117
-0.193698,-0.00545117
-0.1936062,-0.0098457
-0.1935144,0.00284961
-0.1934226,-0.0074043
-0.1933308,-0.00935742
-0.193239,-0.00593945
-0.1931472,-0.00691602
-0.1930554,-0.0020332
-0.1929636,-0.000568359
-0.1928718,-0.00593945
-0.19278,-0.00252148
-0.1926882,-8.00781e-05
-0.1925964,-0.00398633
-0.1925046,-0.00398633
-0.1924128,-0.00349805
-0.192321,-0.0127754
-0.1922292,-0.000568359
-0.1921374,0.000408203
-0.1920456,-0.00593945
-0.1919538,-0.0108223
-0.191862,0.00626758
-0.1917702,-0.0020332
-0.1916784,-0.0108223
-0.1915866,0.00382617
-0.1914948,-0.00496289
-0.191403,-0.00154492
-0.1913112,-0.00447461
-0.1912194,-0.00642773
-0.1911276,-0.00691602
-0.1910358,0.0057793
-0.190944,-0.0323066
-0.1908522,-0.0230293
-0.1907604,-0.00252148
-0.1906686,0.00187305
-0.1905768,-0.00838086
-0.190485,-0.0142402
-0.1903932,0.00138477
-0.1903014,-0.0098457
-0.1902096,-0.0108223
-0.1901178,-0.00300977
-0.190026,-0.0074043
-0.1899342,0.00480273
-0.1898424,-8.00781e-05
-0.1897506,-0.00838086
-0.1896588,-0.0113105
-0.189567,-0.000568359
-0.1894752,-0.0020332
-0.1893834,-0.00447461
-0.1892916,0.0082207
-0.1891998,-0.00105664
